0.1008,-0.24803,0.2979,0.095038,0.56713,-0.047437,-0.28502,-0.33016,-0.21074,-0.54703,-0.65958,0.082381
-0.51143,-0.16823,-0.4142,-0.28318,0.20302,-0.49296,-0.52213,0.55933,-0.016118,0.7889,0.3322,0.49381
-0.15859,0.053768,0.090231,-1.0872,-0.81276,0.9905,0.18423,-0.10494,-1.178,-0.20083,0.15001,0.70325
0.0032668,-0.3844,-0.17368,-37.898,2.1263,0.82898,3.699,-7.2754,40.418,-2.0161,-0.24803,4.0416
-0.032602,0.26754,0.18223,2.6821,-7.4071,1.8258,-2.4851,2.6048,3.1269,-2.4967,0.47098,-1.1833
-0.13816,-1.1338,0.26178,-0.76247,0.86505,-0.021288,0.81561,0.67524,-1.2483,-0.72435,-1.3743,1.1784
0.0013545,0.07144,-0.99091,36.999,-3.441,-15.916,-1.855,-4.7902,-33.076,2.337,1.2336,-1.1332
-0.013645,-0.57575,-0.84295,-6.3051,-5.2116,-0.42558,1.2081,-10.54,17.196,2.004,0.40346,-1.7509
0.083014,0.072536,-0.045726,-25.531,3.2065,3.1043,3.6787,-35.741,25.639,2.3366,-0.18494,-0.19013
0.046155,-1.4873,-0.98485,0.2132,0.51499,-1.0194,-0.67073,-0.049009,-0.041182,-2.0818,-0.82975,-0.88122
